,full_text,created_at,retweet_count,favorite_count,retweeted,Month,Weekday,Hour,Sentiment
273,RT @JesseBWatters: TOMORROW: I hit the streets for another epic Man On The Street Interview. What does Americans know about Veterans Day? D…,Sat Nov 09 11:48:41 +0000 2019,3437,0,FALSE,11,5,11,Neutral
274,RT @realDonaldTrump: I will be announcing the winners of the #MAGACHALLENGE and inviting them to the @WhiteHouse to meet with me and perfor…,Sat Nov 09 11:47:30 +0000 2019,26364,0,FALSE,11,5,11,Positive
275,"Good luck Vince, this will be great! https://t.co/084GASJN6e",Sat Nov 09 11:46:43 +0000 2019,4767,24684,FALSE,11,5,11,Positive
276,RT @realDonaldTrump: https://t.co/z0I7wBsgTP,Sat Nov 09 11:45:17 +0000 2019,33522,0,FALSE,11,5,11,Neutral
277,"RT @IvankaTrump: An impactful day in Morocco, where we furthered all 3 pillars of #WGDP 🇺🇸🇲🇦⬇️
💫 Women Prospering in the Workforce 
💫 Women…",Sat Nov 09 11:44:26 +0000 2019,5574,0,FALSE,11,5,11,Neutral
278,"Fake News is reporting that I am talking to Mark Burnett about doing a big show, perhaps The Apprentice, after the presidency, which I would assume they mean in 5 years. This is not true, never had such a conversation, don’t even have time to think about it. False reporting!",Sat Nov 09 11:41:21 +0000 2019,22042,99191,FALSE,11,5,11,Negative
279,RT @realDonaldTrump: THANK YOU! #MAGA https://t.co/e6dZshYFMV,Sat Nov 09 11:29:43 +0000 2019,15028,0,FALSE,11,5,11,Positive
280,"“Mark Levin blasts Adam Schiff, claims 'the law is on the president's side' on Ukraine” https://t.co/GhO065fd8X",Sat Nov 09 04:58:38 +0000 2019,13664,51242,FALSE,11,5,4,Neutral
281,RT @HomelandGOP: Democrats are so obsessed with impeaching President Trump that they're doing nothing to fix real problems Americans care a…,Sat Nov 09 01:14:36 +0000 2019,7889,0,FALSE,11,5,1,Neutral
282,"RT @RepDougCollins: Nadler says he is only concerned about the “appearance of an open mind,” admitting this impeachment process is pre-bake…",Sat Nov 09 01:13:51 +0000 2019,15784,0,FALSE,11,5,1,Negative
283,"RT @Jim_Jordan: The “Whistleblower’s” lawyer called for a “coup” almost as soon as President Trump took office.

All the more reason why we…",Sat Nov 09 01:07:19 +0000 2019,22420,0,FALSE,11,5,1,Positive
284,"RT @Jim_Jordan: Republicans only have til Saturday to request witnesses for ALL open hearings.

-@RepAdamSchiff decides WHICH witnesses tes…",Sat Nov 09 01:04:48 +0000 2019,29678,0,FALSE,11,5,1,Neutral
285,"RT @TrumpWarRoom: ""Democrats want to invest in green global projects. I want to invest in Black American communities."" - @realDonaldTrump #…",Fri Nov 08 21:52:31 +0000 2019,23582,0,FALSE,11,4,21,Neutral
286,"RT @TrumpWarRoom: ""We created 9,000 opportunity zones...8 million African-Americans live in opportunity zones, yet every Democrat voted aga…",Fri Nov 08 21:52:28 +0000 2019,16185,0,FALSE,11,4,21,Neutral
287,"RT @GOP: As the Black Voices for Trump coalition launches TODAY in Atlanta, remember that with @realDonaldTrump as President:
 
Over 1.2 mi…",Fri Nov 08 21:49:40 +0000 2019,8217,0,FALSE,11,4,21,Positive
288,I will be announcing the winners of the #MAGACHALLENGE and inviting them to the @WhiteHouse to meet with me and perform. Good luck! https://t.co/3PYzOvYz17,Fri Nov 08 17:19:37 +0000 2019,26364,96561,FALSE,11,4,17,Positive
289,https://t.co/z0I7wBsgTP,Fri Nov 08 03:08:53 +0000 2019,33522,116316,FALSE,11,4,3,Neutral
290,STATEMENT FROM PRESIDENT DONALD J. TRUMP https://t.co/EktztHfLk6,Fri Nov 08 00:08:15 +0000 2019,31908,111652,FALSE,11,4,0,Positive
291,Stock Market up big today. A New Record. Enjoy!,Thu Nov 07 15:43:29 +0000 2019,20183,114770,FALSE,11,3,15,Positive
292,The Radical Left Dems and LameStream Media are just trying to make it hard for Republicans and me to win in 2020. The new Impeachment Hoax is already turning against them!,Thu Nov 07 15:41:53 +0000 2019,18314,72984,FALSE,11,3,15,Negative
293,"The Amazon Washington Post and three lowlife reporters, Matt Zapotosky, Josh Dawsey, and Carol Leonnig, wrote another Fake News story, without any sources (pure fiction), about Bill Barr &amp; myself. We both deny this story, which they knew before they wrote it. A garbage newspaper!",Thu Nov 07 15:27:57 +0000 2019,24023,83826,FALSE,11,3,15,Negative
294,THANK YOU! #MAGA https://t.co/e6dZshYFMV,Thu Nov 07 15:18:53 +0000 2019,15028,66032,FALSE,11,3,15,Positive
295,"It was just explained to me that for next weeks Fake Hearing (trial) in the House, as they interview Never Trumpers and others, I get NO LAWYER &amp; NO DUE PROCESS. It is a Pelosi, Schiff, Scam against the Republican Party and me. This Witch Hunt should not be allowed to proceed!",Thu Nov 07 15:16:15 +0000 2019,35684,133498,FALSE,11,3,15,Negative
296,“What did Hunter Biden do for the money?” @SenJohnKennedy  A very good question. He and Sleepy Joe must testify!,Thu Nov 07 14:51:38 +0000 2019,15706,56594,FALSE,11,3,14,Positive
297,"Based on the information released last night about the Fake Whistleblowers attorney, the Impeachment Hoax should be ended IMMEDIATELY! There is no case, except against the other side!",Thu Nov 07 14:00:34 +0000 2019,25404,91941,FALSE,11,3,14,Negative
298,Read the Transcript!,Thu Nov 07 13:47:57 +0000 2019,20037,96929,FALSE,11,3,13,Neutral
299,"The degenerate Washington Post MADE UP the story about me asking Bill Barr to hold a news conference. Never happened, and there were no sources!",Thu Nov 07 13:46:30 +0000 2019,17058,64530,FALSE,11,3,13,Negative
300,Bill Barr did not decline my request to talk about Ukraine. The story was a Fake Washington Post con job with an “anonymous” source that doesn’t exist. Just read the Transcript. The Justice Department already ruled that the call was good. We don’t have freedom of the press!,Thu Nov 07 12:28:41 +0000 2019,24057,87331,FALSE,11,3,12,Negative
301,"Just returned to the @WhiteHouse after a great evening in Monroe, Louisiana with a massive turnout of Great American Patriots. With early voting underway until Sat, find your polling location below &amp; go vote for your next #LAgov, @EddieRispone! #GeauxVote➡️https://t.co/0rnhb4z3HU https://t.co/VLqgd5SOEc",Thu Nov 07 06:49:46 +0000 2019,12992,47642,FALSE,11,3,6,Positive
302,"RT @LAGOP: There were two VERY different events in Monroe today...

#GeauxVote #FireJBE #LAgov #LeadRight #KAG #MAGA #StopTheCoup #TeamTrum…",Thu Nov 07 05:15:05 +0000 2019,7331,0,FALSE,11,3,5,Neutral
303,"RT @DanScavino: Check out the overflow crowd for tonight’s #TrumpRally in Monroe, Louisiana! Early voting is underway! Don’t forget to get…",Thu Nov 07 05:14:46 +0000 2019,9891,0,FALSE,11,3,5,Neutral
304,"....The LameStream Media, which is The Enemy of the People, is working overtime with made up stories in order to drive dissension and distrust!",Thu Nov 07 05:08:41 +0000 2019,13057,50195,FALSE,11,3,5,Negative
305,"The story in the Amazon Washington Post, of course picked up by Fake News CNN, saying “President Trump asked for AG Barr to host a news conference clearing him on Ukraine,” is totally untrue and just another FAKE NEWS story with anonymous sources that don’t exist....",Thu Nov 07 05:08:40 +0000 2019,17650,66455,FALSE,11,3,5,Negative
306,"Years ago, when Media was legitimate, people known as “Fact Checkers” would always call to check and see if a story was accurate. Nowadays they don’t use “Fact Checkers” anymore, they just write whatever they want!",Thu Nov 07 05:06:41 +0000 2019,24935,113441,FALSE,11,3,5,Neutral
307,"LOUISIANA! Early voting is underway until Saturday, it’s time to get out and VOTE to REPLACE Radical Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor, @EddieRispone! #GeauxVote

POLL FINDER: https://t.co/0rnhb4hsjk https://t.co/7RtlPqKu2U",Thu Nov 07 03:36:49 +0000 2019,10674,38207,FALSE,11,3,3,Neutral
308,RT @aldotcom: The Alabama SGA warns groups: Protest Trump during the LSU game and risk losing your reserved seating. https://t.co/8WYaFAtmw…,Thu Nov 07 03:24:49 +0000 2019,10856,0,FALSE,11,3,3,Negative
309,https://t.co/uxVQ4b1iwS,Thu Nov 07 03:09:29 +0000 2019,13002,49182,FALSE,11,3,3,Neutral
310,"A great evening last night in Kentucky and Mississippi for the Republican Party with 13 BIG WINS, including a Governorship in Mississippi. Congratulations to everyone! https://t.co/bvQLOmwlbd",Wed Nov 06 23:56:46 +0000 2019,13568,50106,FALSE,11,2,23,Positive
311,"RT @RepDougCollins: Here’s Ambassador Taylor testifying that Ukraine was not aware of a hold on military aid until the end of August, over…",Wed Nov 06 23:27:00 +0000 2019,10994,0,FALSE,11,2,23,Neutral
312,RT @realDonaldTrump: Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your Presid…,Wed Nov 06 22:46:59 +0000 2019,31202,0,FALSE,11,2,22,Positive
313,"Thanks to many of you here today, my Administration and Republicans in Congress have now confirmed 157 FEDERAL JUDGES who will uphold our Constitution AS WRITTEN, a profoundly historic milestone and a truly momentous achievement! https://t.co/s7u6wjAvjB",Wed Nov 06 21:54:02 +0000 2019,19241,72657,FALSE,11,2,21,Positive
314,"....Also talked about their Border with Syria, the eradication of terrorism, the ending of hostilities with the Kurds, and many other topics. Look forward to seeing President Erdogan next Wednesday, November 13th at the @WhiteHouse!",Wed Nov 06 20:15:58 +0000 2019,10134,45285,FALSE,11,2,20,Negative
315,Just had a very good call with President @RTErdogan of Turkey. He informed me that they have captured numerous ISIS fighters that were reported to have escaped during the conflict – including a wife and sister of terrorist killer al Baghdadi….,Wed Nov 06 20:15:58 +0000 2019,16400,68580,FALSE,11,2,20,Negative
316,"Just had a meeting with top representatives from Egypt, Ethiopia, and Sudan to help solve their long running dispute on the Grand Ethiopian Renaissance Dam, one of the largest in the world, currently being built. The meeting went well and discussions will continue during the day! https://t.co/MsWuEBgZxK",Wed Nov 06 19:10:25 +0000 2019,12562,54235,FALSE,11,2,19,Positive
317,Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!,Wed Nov 06 13:30:06 +0000 2019,31202,168515,FALSE,11,2,13,Positive
318,"Thank you to Kurt Volker, U.S. Envoy to Ukraine, who said in his Congressional Testimony, just released, “You asked what conversations did I have about that quid pro quo, et cetra. NONE, because I didn’t know there was a quid pro quo.”  Witch Hunt!",Wed Nov 06 13:17:47 +0000 2019,22301,89067,FALSE,11,2,13,Positive
319,"“Based on the things I’ve seen, the Democrats have no case, or a weak case, at best. I don’t think there are, or will be, well founded articles of Impeachment here.” Robert Wray, respected former prosecutor. It is a phony scam by the Do Nothing Dems! @foxandfriends",Wed Nov 06 13:06:15 +0000 2019,15779,66111,FALSE,11,2,13,Negative
320,"Based on the Kentucky results, Mitch McConnell @senatemajldr will win BIG in Kentucky next year!",Wed Nov 06 12:51:44 +0000 2019,12650,62927,FALSE,11,2,12,Positive
321,"RT @GOPChairwoman: No one energizes our base like @realDonaldTrump.

In Kentucky, the governor was down 17 points. 

President Trump helped…",Wed Nov 06 05:18:49 +0000 2019,14550,0,FALSE,11,2,5,Positive
322,Great going Tate! https://t.co/ghtl3Zmj1z,Wed Nov 06 05:18:27 +0000 2019,10329,45515,FALSE,11,2,5,Positive
323,"Our big Kentucky Rally on Monday night had a massive impact on all of the races. The increase in Governors race was at least 15 points, and maybe 20! Will be in Louisiana for @EddieRispone on Wednesday night. Big Rally!",Wed Nov 06 05:15:06 +0000 2019,13058,57793,FALSE,11,2,5,Neutral
324,A lot of winning in Kentucky. Check out the numbers. https://t.co/xcXIzIwylg,Wed Nov 06 04:56:14 +0000 2019,8792,37975,FALSE,11,2,4,Positive
325,Congratulations to @tatereeves on winning Governor of the Great State of Mississippi. Our big Rally on Friday night moved the numbers from a tie to a big WIN. Great reaction under pressure Tate!,Wed Nov 06 04:51:12 +0000 2019,12835,62896,FALSE,11,2,4,Positive
326,"#ElectionNight  Won 5 out of 6 elections in Kentucky, including 5 great candidates that I spoke for and introduced last night. @MattBevin picked up at least 15 points in last days, but perhaps not enough (Fake News will blame Trump!). Winning in Mississippi Governor race!",Wed Nov 06 04:37:49 +0000 2019,13631,58874,FALSE,11,2,4,Positive
327,RT @thehill: Florida county commission cites Trump in denying library New York Times subscription https://t.co/On4lqpdBy9 https://t.co/JtXo…,Wed Nov 06 02:55:52 +0000 2019,4638,0,FALSE,11,2,2,Neutral
328,"RT @TB_Times: “Why the heck would we spend money on something like that?”
https://t.co/cqixFuhHPP",Wed Nov 06 02:55:12 +0000 2019,6131,0,FALSE,11,2,2,Neutral
329,"RT @OrlandoWeekly: Florida county denies library subscriptions to the New York Times because it's 'fake news'
https://t.co/5JEqqR1swj",Wed Nov 06 02:54:52 +0000 2019,7890,0,FALSE,11,2,2,Negative
330,"RT @CBSEveningNews: Officials in Citrus County, Fla., deny public library's request for digital New York Times subscription, citing Pres. T…",Wed Nov 06 02:54:28 +0000 2019,6104,0,FALSE,11,2,2,Negative
331,"Great going Daniel, proud of you! https://t.co/0dUY5HoATN",Wed Nov 06 02:38:43 +0000 2019,14176,67278,FALSE,11,2,2,Positive
332,95% Approval Rating in the Republican Party. Thank you! https://t.co/Z0VHUlAwMD,Wed Nov 06 01:02:45 +0000 2019,25158,102263,FALSE,11,2,1,Positive
333,"KENTUCKY! #KYGov 
 
Get out today and VOTE for @MattBevin and the entire Republican ticket! 
 
MISSISSIPPI! #MSGov 
 
Get out today and VOTE for @TateReeves and the entire Republican ticket!

Polls are open for a few more hours, find your location below! 
https://t.co/0rnhb4z3HU",Tue Nov 05 20:42:10 +0000 2019,11217,40717,FALSE,11,1,20,Neutral
334,Thank you so much CLUB 45. You are truly Great Americans. See you in Florida! https://t.co/0NuayEXEPn,Tue Nov 05 18:58:07 +0000 2019,17285,64101,FALSE,11,1,18,Positive
335,RT @Club45USA: Club 45 on NBC Today Show. Showing our strong support for the President! @DanScavino https://t.co/rSVQDeAhNX,Tue Nov 05 18:56:03 +0000 2019,8213,0,FALSE,11,1,18,Positive
336,"KENTUCKY! 
 
Get out today and VOTE for @MattBevin and the entire Republican ticket! 
 
MISSISSIPPI! 
 
Get out today and VOTE for @TateReeves and the entire Republican ticket!
 
#VoteOnNov5 #ElectionDay 

Find your polling location below!
https://t.co/0rnhb4z3HU",Tue Nov 05 17:19:46 +0000 2019,12155,41033,FALSE,11,1,17,Neutral
337,"RT @GOPChairwoman: If you want to defeat the radical left and #KeepAmericaGreat, then GET OUT AND VOTE today!
 
So many strong conservative…",Tue Nov 05 17:15:42 +0000 2019,7735,0,FALSE,11,1,17,Positive
338,A very good start! Please all work hard to get a final deal. https://t.co/IYGeBqQIQ9,Tue Nov 05 17:00:14 +0000 2019,9665,39017,FALSE,11,1,17,Positive
339,"So sad to see what is happening in New York where Governor Cuomo &amp;  Mayor DeBlasio are letting out 900 Criminals, some hardened &amp; bad, onto the sidewalks of our rapidly declining, because of them, city. The Radical Left Dems are killing our cities. NYPD Commissioner is resigning!",Tue Nov 05 14:05:24 +0000 2019,26855,94288,FALSE,11,1,14,Negative
340,FIND YOUR POLLING LOCATION HERE! https://t.co/0rnhb4z3HU,Tue Nov 05 13:59:03 +0000 2019,11295,34710,FALSE,11,1,13,Neutral
341,"This is the time for Mexico, with the help of the United States, to wage WAR on the drug cartels and wipe them off the face of the earth. We merely await a call from your great new president!",Tue Nov 05 13:28:37 +0000 2019,48179,193642,FALSE,11,1,13,Positive
342,"....monsters, the United States stands ready, willing &amp; able to get involved and do the job quickly and effectively. The great new President of Mexico has made this a big issue, but the cartels have become so large and powerful that you sometimes need an army to defeat an army!",Tue Nov 05 13:25:23 +0000 2019,19466,73527,FALSE,11,1,13,Positive
343,"A wonderful family and friends from Utah got caught between two vicious drug cartels, who were shooting at each other, with the result being many great American people killed, including young children, and some missing. If Mexico needs or requests help in cleaning out these.....",Tue Nov 05 13:25:13 +0000 2019,23407,82595,FALSE,11,1,13,Neutral
344,"“The Impeachment Hoax has fired up voters in Kentucky, Mississippi and Louisiana.” @foxandfriends",Tue Nov 05 12:58:24 +0000 2019,15415,65851,FALSE,11,1,12,Negative
345,Fantastic being in the Great State of Kentucky last night. Vote for Matt Bevin NOW! @MattBevin  One of Best Governors in U.S. He will never let you down!,Tue Nov 05 12:47:14 +0000 2019,11778,48792,FALSE,11,1,12,Positive
346,RT @realDonaldTrump: I hope everyone in the Great State of Virginia will get out and VOTE on Tuesday in all of the local and state election…,Tue Nov 05 12:31:53 +0000 2019,23887,0,FALSE,11,1,12,Positive
347,"RT @realDonaldTrump: Virginia has the best Unemployment and Economic numbers in the history of the State. If the Democrats get in, those nu…",Tue Nov 05 12:31:46 +0000 2019,19766,0,FALSE,11,1,12,Positive
348,"RT @realDonaldTrump: Great Republican Geary Higgins has my complete and total Endorsement for Virginia Senate, 13th District. He is strong…",Tue Nov 05 12:30:22 +0000 2019,14973,0,FALSE,11,1,12,Positive
349,"RT @realDonaldTrump: Louisiana, get out and Vote Early for @EddieRispone as your next Governor. Lower Taxes and car insurance. Will protect…",Tue Nov 05 12:30:12 +0000 2019,14549,0,FALSE,11,1,12,Neutral
350,RT @realDonaldTrump: The Whistleblower gave false information &amp; dealt with corrupt politician Schiff. He must be brought forward to testify…,Tue Nov 05 12:30:00 +0000 2019,26782,0,FALSE,11,1,12,Negative
351,RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you!,Tue Nov 05 12:29:41 +0000 2019,22131,0,FALSE,11,1,12,Positive
352,RT @realDonaldTrump: All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!,Tue Nov 05 12:29:20 +0000 2019,21177,0,FALSE,11,1,12,Negative
353,"RT @realDonaldTrump: My son, @DonaldJTrumpJr is coming out with a new book, “Triggered: How the Left Thrives on Hate and Wants to Silence U…",Tue Nov 05 12:29:08 +0000 2019,27175,0,FALSE,11,1,12,Negative
354,"RT @realDonaldTrump: Virginia, with all of the massive amount of defense and other work I brought to you, and with everything planned, go o…",Tue Nov 05 12:28:32 +0000 2019,20042,0,FALSE,11,1,12,Positive
355,RT @atrupar: Zimmerman presents Trump with a customized Nationals jersey https://t.co/KUtPraHdVW,Tue Nov 05 12:24:11 +0000 2019,2909,0,FALSE,11,1,12,Positive
356,"RT @ElizLanders: ""What an unbelievable honor... this is what you dream about,"" Ryan Zimmerman says at the White House, and goes on to thank…",Tue Nov 05 12:23:56 +0000 2019,4087,0,FALSE,11,1,12,Neutral
357,RT @WhiteHouse: Ryan Zimmerman presented President @realDonaldTrump with a #45 @Nationals jersey! ⚾ https://t.co/lp5MCIv8R4,Tue Nov 05 12:23:38 +0000 2019,9982,0,FALSE,11,1,12,Neutral
358,"RT @ABC: I love you all. Thank you Mr. President,"" Washington Nationals catcher Kurt Suzuki says, putting on a “Make America Great Again” h…",Tue Nov 05 12:20:19 +0000 2019,9490,0,FALSE,11,1,12,Positive
359,"RT @Varneyco: STU: ""None of this will change. The #impeachment drive and the secret hearings will continue, but the contempt the elites hav…",Tue Nov 05 12:11:14 +0000 2019,3944,0,FALSE,11,1,12,Negative
360,The Do Nothing Dems have gone Radical Left Crazy. The can’t get anything done! https://t.co/wasvWli9jr,Tue Nov 05 12:09:51 +0000 2019,7978,30823,FALSE,11,1,12,Negative
361,"RT @Varneyco: STU: ""It's crunch time. The angry left has taken over the @TheDemocrats party, and the socialists have taken over the preside…",Tue Nov 05 12:07:35 +0000 2019,3940,0,FALSE,11,1,12,Negative
362,"RT @Varneyco: STU: ""Impeachment is all viscous politics. It will fail, and voters won't forget."" #ImpeachmentHearings #Politics #Markets #M…",Tue Nov 05 12:07:13 +0000 2019,4173,0,FALSE,11,1,12,Negative
363,"RT @Varneyco: STU: ""Throw in strong #profits, #tradedeals, and more #economicgrowth still to come, and you can see why we have record highs…",Tue Nov 05 12:06:36 +0000 2019,3107,0,FALSE,11,1,12,Positive
364,"Virginia, with all of the massive amount of defense and other work I brought to you, and with everything planned, go out and vote Republican today. I know the Dems are saying that they have your vote locked up, but that would mean a long slide down. VOTE REPUBLICAN TODAY!",Tue Nov 05 12:05:22 +0000 2019,20042,81345,FALSE,11,1,12,Positive
365,"RT @TrumpWarRoom: ""We support, protect, and defend the Constitution""

""We stand with the incredible heroes and warriors of law enforcement.…",Tue Nov 05 04:57:55 +0000 2019,9271,0,FALSE,11,1,4,Positive
366,"RT @TrumpWarRoom: ""So today, we just hit the highest number in the history of the stock market. ... That's for everybody. Your 401(k)'s, ho…",Tue Nov 05 04:57:11 +0000 2019,6119,0,FALSE,11,1,4,Neutral
367,"RT @TrumpWarRoom: ""American special forces gave the world's number one terrorist a one-way ticket to hell."" 

- President Trump speaks in L…",Tue Nov 05 04:56:28 +0000 2019,5253,0,FALSE,11,1,4,Positive
368,"RT @TrumpWarRoom: ""The American people are fed up with Democrat lies, hoaxes, slander. The Democrats' outrageous conduct has created an ang…",Tue Nov 05 04:55:55 +0000 2019,7390,0,FALSE,11,1,4,Negative
369,Vote for Sean Spicer on Dancing with the Stars. He is a great and very loyal guy who is working very hard! #MAGA https://t.co/JGvKANCRqZ,Tue Nov 05 02:08:09 +0000 2019,14182,64873,FALSE,11,1,2,Positive
370,"My son, @DonaldJTrumpJr is coming out with a new book, “Triggered: How the Left Thrives on Hate and Wants to Silence Us” – available tomorrow, November 5th! A great new book that I highly recommend for ALL to read. Go order it today!",Mon Nov 04 17:39:36 +0000 2019,27175,120456,FALSE,11,0,17,Positive
371,All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!,Mon Nov 04 15:09:53 +0000 2019,21177,93065,FALSE,11,0,15,Negative
372,Read the Transcript!,Mon Nov 04 14:51:29 +0000 2019,19960,94212,FALSE,11,0,14,Neutral
373,"Big Rally in Kentucky TONIGHT for a man who has worked really hard &amp; done a GREAT job, Gov @MattBevin. Kentucky is having the best economic year ever under Matt’s leadership. He is a fantastic guy who loves our Military, our Vets and our 2A. Vote Tuesday! https://t.co/6MYQiI7c3X",Mon Nov 04 14:51:26 +0000 2019,13713,46111,FALSE,11,0,14,Positive
374,"....I don’t like him using my name to build his consulting company, or whatever. Please advise his clients and Administration officials accordingly.",Mon Nov 04 14:22:13 +0000 2019,10380,46386,FALSE,11,0,14,Positive
375,"Many people say they know me, claiming to be “best friends” and really close etc., when I don’t know these people at all. This happens, I suppose, to all who become President. With that being stated, I don’t know, to the best of my knowledge, a man named Michael Esposito.....",Mon Nov 04 14:22:09 +0000 2019,14069,61152,FALSE,11,0,14,Positive
376,Stock Market hits RECORD HIGH. Spend your money well!,Mon Nov 04 13:45:24 +0000 2019,24269,125620,FALSE,11,0,13,Positive
377,“There is no Whistleblower. There is someone with an agenda against Donald Trump. What he was blowing the whistle on didn’t happen. We have the transcript of the call. This is all a farce and no Republican should forget that.” @dbongino @foxandfriends,Mon Nov 04 13:14:30 +0000 2019,18657,67822,FALSE,11,0,13,Negative
378,95% Approval Rating in the Republican Party. Thank you!,Mon Nov 04 12:58:31 +0000 2019,22131,133584,FALSE,11,0,12,Positive
379,The Whistleblower gave false information &amp; dealt with corrupt politician Schiff. He must be brought forward to testify. Written answers not acceptable! Where is the 2nd Whistleblower? He disappeared after I released the transcript. Does he even exist? Where is the informant? Con!,Mon Nov 04 12:50:51 +0000 2019,26782,96320,FALSE,11,0,12,Negative
380,What I said on the phone call with the Ukrainian President is “perfectly” stated. There is no reason to call witnesses to analyze my words and meaning. This is just another Democrat Hoax that I have had to live with from the day I got elected (and before!). Disgraceful!,Mon Nov 04 12:06:39 +0000 2019,21602,92647,FALSE,11,0,12,Negative
381,"Mark Levin, a great lawyer and scholar, said last night on his @marklevinshow, that all you have to do is read the transcript of the call, you do not need Never Trumpers or other witnesses to say what it means or says. It is plainly and very well stated for all to see. Witch Hunt",Mon Nov 04 11:53:00 +0000 2019,18148,69290,FALSE,11,0,11,Positive
382,Great! But how do you know it was a “mistweet?” May be something with deep meaning! https://t.co/00EXMCgQLp,Mon Nov 04 11:38:43 +0000 2019,23436,92802,FALSE,11,0,11,Positive
383,RT @IranIntl_Ar: #العراق: حرق جدار القنصلية الإيرانية في #كربلاء https://t.co/C4jZyZkDeC,Mon Nov 04 05:19:41 +0000 2019,7198,0,FALSE,11,0,5,Neutral
384,"RT @arabnews: #BREAKING: Dozens of Iraqi demonstrators have stormed the Iranian consulate in #Karbala, lowering the flag and burning part o…",Mon Nov 04 05:18:13 +0000 2019,7705,0,FALSE,11,0,5,Negative
385,"Louisiana, get out and Vote Early for @EddieRispone as your next Governor. Lower Taxes and car insurance. Will protect your 2nd Amendment. John Bel Edwards is always fighting our MAGA Agenda. Wants to raise your taxes and car insurance to the sky. Vote for Republican Eddie R!",Mon Nov 04 05:15:54 +0000 2019,14549,50890,FALSE,11,0,5,Positive
386,"RT @JudgeJeanine: The democrats are tearing this country apart. They are wusses, wimps and weasels. They don’t have the chutzpah to face Do…",Mon Nov 04 05:06:29 +0000 2019,20185,0,FALSE,11,0,5,Neutral
387,"RT @JudgeJeanine: Check out my interview with @SteveScalise on the Democrats' impeachment witch-hunt and their ""soviet-style"" process to th…",Mon Nov 04 05:06:21 +0000 2019,6639,0,FALSE,11,0,5,Neutral
388,"Great Republican Geary Higgins has my complete and total Endorsement for Virginia Senate, 13th District. He is strong on Crime, the Border, our Military, Cutting Taxes, and protecting your 2nd Amendment. Dem John Bell will take your guns &amp; raise your taxes. Vote for Geary Higgins",Mon Nov 04 05:01:09 +0000 2019,14973,56316,FALSE,11,0,5,Positive
389,"@marklevinshow Mark Levin: “We ought to talk about the substance of this phone call. We have the call, I don’t know what we need witnesses for? Can’t we read English? Do I need a Whistleblower to tell me what I’m reading? Do I need a Lt. C. to tell me? NO.” So plain and simple!",Mon Nov 04 04:18:48 +0000 2019,7303,21912,FALSE,11,0,4,Neutral
390,RT @marklevinshow: Morrison testimony backfires on Schiff and the radical Democrats https://t.co/I1EaUfTKSf,Mon Nov 04 04:00:44 +0000 2019,8843,0,FALSE,11,0,4,Negative
391,"RT @marklevinshow: The walking dead: the House Democrats who lied to voters in Trump districts in 2018 to get elected. 
https://t.co/PAZEw5…",Mon Nov 04 04:00:29 +0000 2019,8710,0,FALSE,11,0,4,Negative
392,"RT @marklevinshow: Elizabeth Warren would destroy jobs and the middle class.  If elected she must be impeached. 
https://t.co/kExZZ8HYuY",Mon Nov 04 04:00:03 +0000 2019,14753,0,FALSE,11,0,4,Negative
393,"RT @marklevinshow: Under Trump, black unemployment is lowest in history.  No doubt, Democrats will shout racism. https://t.co/5UXA3KLe5P",Mon Nov 04 03:59:53 +0000 2019,8123,0,FALSE,11,0,3,Neutral
394,RT @marklevinshow: Rats nest https://t.co/OejXeOeEkO,Mon Nov 04 03:59:48 +0000 2019,7032,0,FALSE,11,0,3,Neutral
395,RT @marklevinshow: Obama NSC holdovers — the so-called whistleblower and the two Schiff staffers — must be part of the 2016-related crimina…,Mon Nov 04 03:58:01 +0000 2019,9961,0,FALSE,11,0,3,Neutral
396,"RT @SenToddYoung: #ICYMI: Student debt is one of the biggest issues facing Americans from all states across the United States. Yesterday, I…",Mon Nov 04 03:55:53 +0000 2019,4056,0,FALSE,11,0,3,Negative
397,Good point! https://t.co/L2ZyCY8QlI,Mon Nov 04 03:54:50 +0000 2019,11013,37517,FALSE,11,0,3,Positive
398,We won’t Steve! https://t.co/iKr859gKEL,Mon Nov 04 03:52:44 +0000 2019,12492,44667,FALSE,11,0,3,Positive
399,"RT @Jim_Jordan: ""Rep. Jim Jordan on House impeachment inquiry: Democrats are making up the rules as they go""

https://t.co/jagPe8DhgF",Mon Nov 04 01:14:43 +0000 2019,11928,0,FALSE,11,0,1,Neutral
400,RT @SteveScalise: Dems are using impeachment as a political tactic to damage @realDonaldTrump at the ballot box. That's a disgusting abuse…,Mon Nov 04 01:14:21 +0000 2019,16637,0,FALSE,11,0,1,Negative
401,Don’t miss this show! https://t.co/EhY8CNAUqP,Mon Nov 04 01:08:27 +0000 2019,9589,38321,FALSE,11,0,1,Negative
